atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;6183.38
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;316.80
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;274.91
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;0.76
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;108.00
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;9.01
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.65
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;598.57
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;1.45
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.64
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;1.43
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;256.20
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.21
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.01
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;13010.53
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;20255.18
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;85.97
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;0.74
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;7966.13
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1144.73
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;6.78
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;33.84
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;18.38
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;61.50
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;5222.92
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;8748.19
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;72.47
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;4.63
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;70905.52
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;16634.70
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;150.24
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;1153.05
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;92.32
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;0.06
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;2376.57
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;1358.65
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;765.96
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;3610.94
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;46144.38
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;57934.86
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;653.67
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;542.68
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;1199.67
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;244.85
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;0.66
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;3919.11
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;505.82
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;342.64
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;2599.81
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;30.23
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;69452.15
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;6760.56
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;46.16
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;113.10
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;56016.08
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;7332.17
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;947.72
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;141.66
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;428365.51
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;4697.59
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;1796.20
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;6941.84
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;2652.87
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;t CO2eq;1373.24
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;t CO2eq;4410910.43
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;t CO2eq;2856786.37
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;t CO2eq;884261.86
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;t CO2eq;3.23
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;t CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;t CO2eq;7146277.21
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;t CO2eq;3259708.09
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;t CO2eq;594.65
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;t CO2eq;5190.68
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;t CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;0.08
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;N2O;t;36.88
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;N2O;t;40.77
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;N2O;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;N2O;t;246.51
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;N2O;t;207.69
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;N2O;t;90.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;N2O;t;380.27
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;N2O;t;246.06
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);N2O;t;15.42
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NH3;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NH3;t;48.50
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NH3;t;122.38
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NH3;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NH3;t;19.02
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NH3;t;51.58
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NH3;t;0.39
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NH3;t;9.90
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NH3;t;4265.22
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NH3;t;20.66
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SF6;kt CO2eq;8.44
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SF6;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);HFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;PFC;kt CO2eq;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);PFC;kt CO2eq;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;As;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;As;kg;72.74
1992;Metales pesados;3,0;Plantas de combustión industrial;As;kg;207.23
1992;Metales pesados;4,0;Procesos industriales sin combustión;As;kg;7.67
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;As;kg;0.00
1992;Metales pesados;7,0;Transporte por carretera;As;kg;7.24
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;As;kg;0.10
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;As;kg;3.62
1992;Metales pesados;10,0;Agricultura;As;kg;0.90
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);As;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cd;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Cd;kg;48.85
1992;Metales pesados;3,0;Plantas de combustión industrial;Cd;kg;771.83
1992;Metales pesados;4,0;Procesos industriales sin combustión;Cd;kg;70.64
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Cd;kg;13.71
1992;Metales pesados;7,0;Transporte por carretera;Cd;kg;21.67
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cd;kg;0.58
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cd;kg;3.57
1992;Metales pesados;10,0;Agricultura;Cd;kg;50.48
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cr;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Cr;kg;446.03
1992;Metales pesados;3,0;Plantas de combustión industrial;Cr;kg;517.54
1992;Metales pesados;4,0;Procesos industriales sin combustión;Cr;kg;58.85
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Cr;kg;0.00
1992;Metales pesados;7,0;Transporte por carretera;Cr;kg;307.05
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cr;kg;14.58
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cr;kg;2.68
1992;Metales pesados;10,0;Agricultura;Cr;kg;10.63
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cu;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Cu;kg;378.21
1992;Metales pesados;3,0;Plantas de combustión industrial;Cu;kg;289.12
1992;Metales pesados;4,0;Procesos industriales sin combustión;Cu;kg;11.59
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Cu;kg;13.82
1992;Metales pesados;7,0;Transporte por carretera;Cu;kg;7840.68
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cu;kg;98.44
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cu;kg;10.76
1992;Metales pesados;10,0;Agricultura;Cu;kg;7.05
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Hg;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Hg;kg;76.45
1992;Metales pesados;3,0;Plantas de combustión industrial;Hg;kg;116.79
1992;Metales pesados;4,0;Procesos industriales sin combustión;Hg;kg;42.36
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Hg;kg;27.93
1992;Metales pesados;7,0;Transporte por carretera;Hg;kg;16.72
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Hg;kg;2.26
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Hg;kg;15.57
1992;Metales pesados;10,0;Agricultura;Hg;kg;10.15
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Ni;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Ni;kg;2734.49
1992;Metales pesados;3,0;Plantas de combustión industrial;Ni;kg;2597.96
1992;Metales pesados;4,0;Procesos industriales sin combustión;Ni;kg;226.13
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Ni;kg;6.86
1992;Metales pesados;7,0;Transporte por carretera;Ni;kg;167.76
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Ni;kg;3.82
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Ni;kg;0.32
1992;Metales pesados;10,0;Agricultura;Ni;kg;4.04
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Pb;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Pb;kg;2393.95
1992;Metales pesados;3,0;Plantas de combustión industrial;Pb;kg;1505.93
1992;Metales pesados;4,0;Procesos industriales sin combustión;Pb;kg;847.92
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Pb;kg;0.19
1992;Metales pesados;7,0;Transporte por carretera;Pb;kg;204908.91
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Pb;kg;768.01
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Pb;kg;19.65
1992;Metales pesados;10,0;Agricultura;Pb;kg;5.77
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Se;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Se;kg;25.08
1992;Metales pesados;3,0;Plantas de combustión industrial;Se;kg;38.61
1992;Metales pesados;4,0;Procesos industriales sin combustión;Se;kg;0.00
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Se;kg;0.00
1992;Metales pesados;7,0;Transporte por carretera;Se;kg;23.84
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Se;kg;0.63
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Se;kg;1.01
1992;Metales pesados;10,0;Agricultura;Se;kg;2.85
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Se;kg;0.00
1992;Metales pesados;1,0;Combustión en la producción y transformación de energía;Zn;kg;0.00
1992;Metales pesados;2,0;Plantas de combustión no industrial;Zn;kg;3901.34
1992;Metales pesados;3,0;Plantas de combustión industrial;Zn;kg;3134.69
1992;Metales pesados;4,0;Procesos industriales sin combustión;Zn;kg;1285.38
1992;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
1992;Metales pesados;6,0;Uso de disolventes y otros productos;Zn;kg;6.92
1992;Metales pesados;7,0;Transporte por carretera;Zn;kg;3860.87
1992;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;72.18
1992;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;503.26
1992;Metales pesados;10,0;Agricultura;Zn;kg;67.50
1992;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
1992;Partículas;1,0;Combustión en la producción y transformación de energía;PM2,5;t;0.00
1992;Partículas;2,0;Plantas de combustión no industrial;PM2,5;t;0.00
1992;Partículas;3,0;Plantas de combustión industrial;PM2,5;t;0.00
1992;Partículas;4,0;Procesos industriales sin combustión;PM2,5;t;0.00
1992;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.00
1992;Partículas;6,0;Uso de disolventes y otros productos;PM2,5;t;0.00
1992;Partículas;7,0;Transporte por carretera;PM2,5;t;0.00
1992;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM2,5;t;0.00
1992;Partículas;9,0;Tratamiento y eliminación de residuos;PM2,5;t;0.00
1992;Partículas;10,0;Agricultura;PM2,5;t;0.00
1992;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM2,5;t;0.00
1992;Partículas;1,0;Combustión en la producción y transformación de energía;PM10;t;0.00
1992;Partículas;2,0;Plantas de combustión no industrial;PM10;t;0.00
1992;Partículas;3,0;Plantas de combustión industrial;PM10;t;0.00
1992;Partículas;4,0;Procesos industriales sin combustión;PM10;t;0.00
1992;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.00
1992;Partículas;6,0;Uso de disolventes y otros productos;PM10;t;0.00
1992;Partículas;7,0;Transporte por carretera;PM10;t;0.00
1992;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM10;t;0.00
1992;Partículas;9,0;Tratamiento y eliminación de residuos;PM10;t;0.00
1992;Partículas;10,0;Agricultura;PM10;t;0.00
1992;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM10;t;0.00
1992;Partículas;1,0;Combustión en la producción y transformación de energía;PST;t;0.00
1992;Partículas;2,0;Plantas de combustión no industrial;PST;t;0.00
1992;Partículas;3,0;Plantas de combustión industrial;PST;t;0.00
1992;Partículas;4,0;Procesos industriales sin combustión;PST;t;0.00
1992;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
1992;Partículas;6,0;Uso de disolventes y otros productos;PST;t;0.00
1992;Partículas;7,0;Transporte por carretera;PST;t;0.00
1992;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;0.00
1992;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;0.00
1992;Partículas;10,0;Agricultura;PST;t;0.00
1992;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;0.00
1992;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;0.00
1992;Partículas;2,0;Plantas de combustión no industrial;BC;t;0.00
1992;Partículas;3,0;Plantas de combustión industrial;BC;t;0.00
1992;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.00
1992;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
1992;Partículas;6,0;Uso de disolventes y otros productos;BC;t;0.00
1992;Partículas;7,0;Transporte por carretera;BC;t;0.00
1992;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;0.00
1992;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;0.00
1992;Partículas;10,0;Agricultura;BC;t;0.00
1992;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;0.00
