atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2006;Partículas;4,0;Procesos industriales sin combustión;PST;t;19996.90
2006;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
2006;Partículas;6,0;Uso de disolventes y otros productos;PST;t;449.42
2006;Partículas;7,0;Transporte por carretera;PST;t;4174.39
2006;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;460.89
2006;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;410.64
2006;Partículas;10,0;Agricultura;PST;t;1031.52
2006;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;257.99
2006;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;0.08
2006;Partículas;2,0;Plantas de combustión no industrial;BC;t;115.33
2006;Partículas;3,0;Plantas de combustión industrial;BC;t;200.42
2006;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.33
2006;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
2006;Partículas;6,0;Uso de disolventes y otros productos;BC;t;159.36
2006;Partículas;7,0;Transporte por carretera;BC;t;1634.26
2006;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;235.58
2006;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;77.70
2006;Partículas;10,0;Agricultura;BC;t;0.00
2006;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;12.29
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.01
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.03
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.32
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.02
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;2.03
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.61
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;3.59
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;2.22
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;2.90
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(a);kg;0.01
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(a);kg;779.77
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(a);kg;48.42
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(a);kg;0.00
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(a);kg;1.50
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(a);kg;58.31
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1.85
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(a);kg;0.17
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(a);kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(b);kg;0.02
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(b);kg;745.61
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(b);kg;79.41
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(b);kg;0.00
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(b);kg;0.61
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(b);kg;79.56
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;3.08
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(b);kg;0.32
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(b);kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(k);kg;0.01
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(k);kg;301.66
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(k);kg;26.15
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(k);kg;0.00
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(k);kg;0.61
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(k);kg;67.38
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;2.12
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(k);kg;0.72
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(k);kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.01
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;293.08
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;21.60
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.61
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;57.82
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;6.55
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.05
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;2120.12
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;175.57
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;521.02
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;3.35
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;263.06
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;13.59
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.21
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
2006;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
2006;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;0.45
2006;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.02
2006;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;2.71
2006;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
2006;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;144.73
2006;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.45
2006;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
2006;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.01
2006;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
2006;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;7802.24
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;7383.52
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;57.59
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;2.21
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;358.32
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1757.44
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;9.85
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;11.24
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;275.91
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;7066.90
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;11133.44
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;124.78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;26.15
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;54001.58
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;31417.48
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;749.13
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;752.33
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;56.09
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;1.40
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;1206.40
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;2404.28
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;1316.33
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1222.09
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;51411.56
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;13747.38
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;828.68
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;520.41
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;835.66
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;149.23
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;2.78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;2057.77
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;4570.14
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;655.87
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;1246.64
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;48.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;48874.57
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;6062.32
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;42.41
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;447.91
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;17726.43
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;9740.81
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;1632.16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;799.75
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;113403.04
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;6967.71
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;2115.11
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;1620.79
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;t CO2eq;35930.94
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;t CO2eq;6733633.50
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;t CO2eq;4681014.95
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;t CO2eq;1495746.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;t CO2eq;6.29
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;t CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;t CO2eq;11699825.38
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;t CO2eq;6372548.33
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;t CO2eq;134178.52
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;t CO2eq;3467.70
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;t CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;0.32
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;N2O;t;40.28
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;N2O;t;55.15
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;N2O;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;N2O;t;289.27
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;N2O;t;379.11
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;N2O;t;175.43
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;N2O;t;628.23
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;N2O;t;206.42
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);N2O;t;13.26
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NH3;t;47.28
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NH3;t;188.30
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NH3;t;71.60
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NH3;t;937.45
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NH3;t;0.59
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NH3;t;144.65
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NH3;t;3713.38
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NH3;t;12.50
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SF6;kt CO2eq;24.44
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SF6;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;HFC;kt CO2eq;1394.78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);HFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;PFC;kt CO2eq;0.06
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;PFC;kt CO2eq;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);PFC;kt CO2eq;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;As;kg;0.08
2005;Metales pesados;2,0;Plantas de combustión no industrial;As;kg;46.83
2005;Metales pesados;3,0;Plantas de combustión industrial;As;kg;70.90
2005;Metales pesados;4,0;Procesos industriales sin combustión;As;kg;7.77
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;As;kg;0.00
2005;Metales pesados;7,0;Transporte por carretera;As;kg;13.00
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;As;kg;0.20
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;As;kg;7.57
2005;Metales pesados;10,0;Agricultura;As;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);As;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cd;kg;0.00
2005;Metales pesados;2,0;Plantas de combustión no industrial;Cd;kg;27.63
2005;Metales pesados;3,0;Plantas de combustión industrial;Cd;kg;238.62
2005;Metales pesados;4,0;Procesos industriales sin combustión;Cd;kg;115.18
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Cd;kg;77.87
2005;Metales pesados;7,0;Transporte por carretera;Cd;kg;37.73
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cd;kg;0.69
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cd;kg;4.75
2005;Metales pesados;10,0;Agricultura;Cd;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cr;kg;0.00
2005;Metales pesados;2,0;Plantas de combustión no industrial;Cr;kg;598.30
2005;Metales pesados;3,0;Plantas de combustión industrial;Cr;kg;331.26
2005;Metales pesados;4,0;Procesos industriales sin combustión;Cr;kg;101.10
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Cr;kg;0.01
2005;Metales pesados;7,0;Transporte por carretera;Cr;kg;556.48
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cr;kg;26.87
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cr;kg;26.17
2005;Metales pesados;10,0;Agricultura;Cr;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cu;kg;0.00
2005;Metales pesados;2,0;Plantas de combustión no industrial;Cu;kg;169.62
2005;Metales pesados;3,0;Plantas de combustión industrial;Cu;kg;107.08
2005;Metales pesados;4,0;Procesos industriales sin combustión;Cu;kg;19.63
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
