Mes,Residuo,Modalidad,Cantidad
2014-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3100,00"
2014-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6080,00"
2014-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6900,00"
2014-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6640,00"
2014-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3420,00"
2014-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6760,00"
2014-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3960,00"
2014-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6400,00"
2015-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3120,00"
2015-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6140,00"
2015-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3180,00"
2015-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6680,00"
2015-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3020,00"
2015-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3600,00"
2015-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7040,00"
2015-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3260,00"
2015-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7000,00"
2015-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6400,00"
2015-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2015-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7040,00"
2016-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3600,00"
2016-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3464,00"
2016-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6140,00"
2016-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5800,00"
2016-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7344,00"
2016-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5862,00"
2016-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6867,00"
2016-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6302,00"
2016-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7219,00"
2016-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7460,00"
2016-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6775,00"
2016-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"8111,00"
2017-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6416,00"
2017-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4915,00"
2017-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6170,00"
2017-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6079,00"
2017-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7521,00"
2017-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5031,00"
2017-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6917,00"
2017-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6495,00"
2017-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"8501,00"
2017-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5472,00"
2017-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"8669,00"
2017-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3288,00"
2018-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6804,00"
2018-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5644,00"
2018-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6390,00"
2018-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6227,00"
2018-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7743,00"
2018-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6034,00"
2018-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7116,00"
2018-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6627,00"
2018-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4372,00"
2018-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"9891,00"
2018-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5651,00"
2018-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5676,00"
2019-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"10500,00"
2019-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4494,00"
2019-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3806,00"
2019-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4981,00"
2019-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5406,00"
2019-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6176,00"
2019-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2897,00"
2019-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4355,00"
2019-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3349,00"
2019-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"5081,00"
2019-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2760,00"
2019-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3972,00"
2021-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2456,00"
2021-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"7620,00"
2021-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4020,00"
2021-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2270,00"
2021-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3984,00"
2021-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2521,00"
2021-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3701,00"
2021-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"4770,00"
2021-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"6943,00"
2021-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2341,00"
2021-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2772,00"
2021-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2362,00"
2022-01-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3368,00"
2022-02-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3451,00"
2022-03-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2516,00"
2022-04-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"3133,00"
2022-05-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"2347,00"
2022-06-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"1759,00"
2022-07-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2022-08-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2022-09-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2022-10-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2022-11-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2022-12-01T00:00,Televisores y monitores con tubo de imagen,Punto limpio,"0,00"
2013-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"70,00"
2013-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"70,00"
2013-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"60,00"
2013-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"114,00"
2013-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"67,00"
2013-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"152,00"
2013-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"50,00"
2013-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"50,00"
2013-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2013-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"86,00"
2013-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"70,00"
2013-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"124,00"
2013-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"68,00"
2013-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"124,00"
2013-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"68,00"
2013-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"124,00"
2013-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"70,00"
2014-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"45,00"
2014-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"45,00"
2014-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"65,00"
2014-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"46,00"
2014-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"65,00"
2014-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"50,00"
2014-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2014-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"50,00"
2014-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2014-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"76,00"
2014-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"98,00"
2014-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"47,00"
2014-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"69,00"
2014-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"47,00"
2014-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"69,00"
2014-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"47,00"
2014-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"69,00"
2014-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"52,00"
2014-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"80,00"
2014-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"52,00"
2014-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"80,00"
2014-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"52,00"
2014-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"91,00"
2015-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2015-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2015-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"9,00"
2015-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"13,00"
2015-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,00"
2015-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"13,00"
2015-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,00"
2015-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"12,00"
2015-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,00"
2015-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2015-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2015-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2015-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2015-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"150,00"
2015-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2015-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"150,00"
2015-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"100,00"
2015-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"164,00"
2015-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"95,00"
2016-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2016-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"150,00"
2016-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2016-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"250,00"
2016-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"4,00"
2016-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"42,00"
2016-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"5,00"
2016-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"91,00"
2016-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"4,00"
2016-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"86,00"
2016-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"1,00"
2016-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"12,00"
2016-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"6,00"
2016-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"171,00"
2016-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,00"
2016-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"80,00"
2016-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"10,00"
2016-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"111,00"
2016-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,00"
2016-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"27,00"
2016-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,00"
2016-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"71,00"
2016-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"4,00"
2016-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"38,00"
2017-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"75,00"
2017-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"60,00"
2017-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"60,00"
2017-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"40,00"
2017-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"5,16"
2017-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"59,15"
2017-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,84"
2017-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"50,7"
2017-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"8,12"
2017-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"99,45"
2017-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"6,24"
2017-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"94,9"
2017-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"9,50"
2017-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"79,25"
2017-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2017-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2017-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"7,60"
2017-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"124,15"
2017-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"5,84"
2017-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"76,7"
2017-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,80"
2017-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"60,45"
2017-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"4,56"
2017-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"48,1"
2018-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"6,52"
2018-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"141,70"
2018-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,64"
2018-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"72,60"
2018-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,16"
2018-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"52,80"
2018-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,80"
2018-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"64,90"
2018-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"1,80"
2018-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"47,30"
2018-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,64"
2018-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"62,15"
2018-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,48"
2018-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"56,10"
2018-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"1,80"
2018-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"20,35"
2018-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"3,04"
2018-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"46,75"
2018-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"2,36"
2018-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"64,90"
2018-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"10,65"
2018-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"121,65"
2018-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"5,88"
2018-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"75,69"
2021-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2021-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"173,20"
2021-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"67,26"
2021-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"97,44"
2021-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"63,37"
2021-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2021-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"59,54"
2021-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2021-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"64,87"
2021-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2021-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2021-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"151,09"
2022-01-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-02-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-03-01T00:00,Toner y cartuchos tinta,Punto limpio,"170,63"
2022-04-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-05-01T00:00,Toner y cartuchos tinta,Punto limpio,"86,50"
2022-06-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-07-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-08-01T00:00,Toner y cartuchos tinta,Punto limpio,"42,82"
2022-09-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-10-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-11-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2022-12-01T00:00,Toner y cartuchos tinta,Punto limpio,"0,00"
2013-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"11,00"
2013-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"25,00"
2013-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"11,00"
2013-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"25,00"
2013-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"12,00"
2013-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"24,00"
2013-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2013-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"22,00"
2013-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2013-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"22,00"
2013-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"8,00"
2013-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"23,00"
2013-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2013-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"20,00"
2013-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2013-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"20,00"
2013-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2013-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"22,00"
2013-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2013-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"30,00"
2013-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2013-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"30,00"
2013-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"8,00"
2013-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"23,00"
2014-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2014-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"7,00"
2014-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"8,00"
2014-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2014-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"18,00"
2014-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2014-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"18,00"
2014-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"6,00"
2014-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"19,00"
2014-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2014-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2014-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2014-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"16,00"
2014-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2014-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"25,00"
2014-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2014-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"25,00"
2014-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"2,00"
2014-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"24,00"
2015-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"2,00"
2015-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"29,00"
2015-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"2,00"
2015-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"29,00"
2015-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"2,00"
2015-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"29,00"
2015-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2015-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"55,00"
2015-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2015-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"55,00"
2015-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2015-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"55,00"
2015-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2015-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2015-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2015-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2015-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2015-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"6,00"
2015-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2015-10-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2015-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2015-11-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2015-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"2,00"
2015-12-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"11,00"
2016-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"1,00"
2016-01-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"4,00"
2016-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"11,00"
2016-02-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"20,00"
2016-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"6,00"
2016-03-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"10,00"
2016-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-04-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"3,00"
2016-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-05-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"5,00"
2016-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-06-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-07-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-08-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"0,00"
2016-09-01T00:00,Toner y cartuchos tinta,Recogida en Ayuntamiento,"1,00"
